condition,drugName,Total_Reviews,Avg_Rating,Median_Rating,Positive_Reviews,Neutral_Reviews,Negative_Reviews,Total_Useful_Votes,Avg_Useful_Votes,Avg_Review_Word_Count,Satisfaction_Rate_Pct
Overactive Bladde,Darifenacin,11,7.82,8.0,7,4,0,333,30.3,31.1,63.6
Pain,Embeda,11,6.45,9.0,7,0,4,414,37.6,69.4,63.6
Pain,Aleve,11,8.27,10.0,9,1,1,184,16.7,46.7,81.8
Menstrual Disorders,Yasmin,11,6.45,6.0,5,3,3,150,13.6,114.4,45.5
Menstrual Disorders,Ocella,11,6.45,7.0,8,0,3,46,4.2,90.7,72.7
Bipolar Disorde,Effexor Xr,11,6.55,7.0,7,2,2,242,22.0,55.5,63.6
Cold Sores,Zovirax Cream,11,8.0,10.0,9,0,2,108,9.8,73.6,81.8
Birth Control,Previfem,11,5.09,5.0,3,5,3,37,3.4,90.9,27.3
Muscle Pain,Diclofenac,11,7.73,9.0,9,0,2,252,22.9,56.4,81.8
Benzodiazepine Withdrawal,Clonazepam,11,6.09,7.0,6,2,3,291,26.5,94.9,54.5
Benign Prostatic Hyperplasia,Dutasteride / Tamsulosin,11,6.91,7.0,7,2,2,427,38.8,35.0,63.6
Major Depressive Disorde,Remeron,11,7.27,8.0,8,1,2,603,54.8,96.3,72.7
Major Depressive Disorde,Olanzapine,11,6.27,8.0,6,1,4,149,13.5,90.0,54.5
Panic Disorde,Imipramine,11,8.18,10.0,9,1,1,544,49.5,90.7,81.8
Kidney Infections,Levofloxacin,11,6.82,7.0,7,3,1,248,22.5,69.7,63.6
Kidney Infections,Cipro,11,4.64,2.0,4,1,6,386,35.1,68.0,36.4
Periodic Limb Movement Disorde,Clonazepam,11,8.73,9.0,11,0,0,246,22.4,62.0,100.0
Period Pain,Ibuprofen,11,7.0,8.0,8,1,2,93,8.5,39.6,72.7
Bacterial Infection,Bactrim Ds,11,4.18,5.0,4,2,5,164,14.9,82.7,36.4
Keratosis,Efudex,11,7.64,9.0,9,0,2,1218,110.7,84.0,81.8
Plaque Psoriasis,Adalimumab,11,7.64,9.0,8,1,2,183,16.6,84.5,72.7
Peripheral Neuropathy,Cymbalta,11,7.0,8.0,6,4,1,472,42.9,53.8,54.5
Birth Control,Ortho-Cept,11,7.27,8.0,7,4,0,40,3.6,63.2,63.6
Osteoarthritis,Esomeprazole / Naproxen,11,7.09,9.0,7,1,3,262,23.8,42.5,63.6
Oral Thrush,Nystatin,11,8.0,9.0,9,1,1,339,30.8,66.7,81.8
Pneumonia,Ceftriaxone,11,8.64,10.0,9,1,1,283,25.7,72.2,81.8
Pneumonia,Azithromycin,11,6.09,7.0,7,1,3,190,17.3,91.9,63.6
Pneumococcal Disease Prophylaxis,Prevnar 13,11,3.36,2.0,1,4,6,72,6.5,89.1,9.1
Plaque Psoriasis,Humira,11,5.73,5.0,5,2,4,153,13.9,88.5,45.5
Postherpetic Neuralgia,Pregabalin,11,6.55,7.0,6,3,2,377,34.3,107.6,54.5
Postmenopausal Symptoms,Vivelle-Dot,11,8.45,10.0,9,1,1,438,39.8,78.5,81.8
Postmenopausal Symptoms,Estradiol / Norethindrone,11,7.36,8.0,7,3,1,142,12.9,52.9,63.6
Postmenopausal Symptoms,Drospirenone / Estradiol,11,7.73,10.0,8,1,2,397,36.1,66.5,72.7
Postpartum Depression,Zoloft,11,8.73,9.0,10,1,0,292,26.5,95.6,90.9
Postpartum Depression,Venlafaxine,11,6.36,7.0,6,3,2,119,10.8,92.4,54.5
Crohn's Disease,Vedolizumab,11,4.09,3.0,3,2,6,98,8.9,59.5,27.3
Insomnia,Estazolam,11,9.36,10.0,10,1,0,205,18.6,35.3,90.9
Progesterone Insufficiency,Progesterone,11,6.45,8.0,7,2,2,184,16.7,77.1,63.6
Premenstrual Dysphoric Disorde,Citalopram,11,9.36,9.0,11,0,0,364,33.1,95.0,100.0
"COPD, Maintenance",Albuterol,11,6.73,8.0,7,2,2,288,26.2,37.6,63.6
Depression,Doxepin,11,7.64,9.0,9,0,2,487,44.3,69.6,81.8
Prostatitis,Sulfamethoxazole / Trimethoprim,11,4.64,5.0,4,3,4,112,10.2,69.2,36.4
Depression,Clomipramine,11,9.18,10.0,10,1,0,447,40.6,96.6,90.9
Reflex Sympathetic Dystrophy Syndrome,Pregabalin,11,7.36,9.0,9,0,2,133,12.1,70.0,81.8
Psoriatic Arthritis,Stelara,11,6.27,8.0,7,1,3,176,16.0,78.9,63.6
Psoriatic Arthritis,Methotrexate,11,5.82,7.0,6,2,3,145,13.2,82.6,54.5
Psoriasis,Mometasone,11,9.45,10.0,11,0,0,348,31.6,77.2,100.0
Psoriasis,Acitretin,11,7.55,9.0,8,1,2,335,30.5,56.1,72.7
Depression,Imipramine,11,6.45,7.0,7,3,1,407,37.0,91.2,63.6
Restless Legs Syndrome,Gabapentin Enacarbil,11,8.0,10.0,8,1,2,473,43.0,69.6,72.7
Hypersomnia,Caffeine,11,7.18,9.0,8,0,3,140,12.7,39.7,72.7
Hyperprolactinemia,Bromocriptine,11,6.45,8.0,7,0,4,198,18.0,61.7,63.6
Depression,Nuvigil,11,6.91,8.0,7,2,2,419,38.1,67.1,63.6
Rheumatoid Arthritis,Celecoxib,11,7.27,9.0,9,0,2,455,41.4,55.1,81.8
Borderline Personality Disorde,Olanzapine,11,7.45,8.0,8,1,2,175,15.9,61.0,72.7
"Onychomycosis, Toenail",Tavaborole,11,5.09,2.0,5,0,6,113,10.3,76.9,45.5
Nasal Congestion,Phenylephrine,11,8.55,10.0,10,0,1,35,3.2,45.0,90.9
High Cholesterol,Gemfibrozil,11,7.0,9.0,8,0,3,294,26.7,63.0,72.7
Ankylosing Spondylitis,Golimumab,11,7.27,9.0,8,1,2,194,17.6,98.7,72.7
Seasonal Affective Disorde,Bupropion,11,9.64,10.0,11,0,0,485,44.1,79.3,100.0
Schizophrenia,Vraylar,11,7.82,9.0,9,0,2,207,18.8,76.5,81.8
High Blood Pressure,Hydralazine,11,3.36,2.0,2,2,7,448,40.7,72.4,18.2
High Blood Pressure,Edarbi,11,6.18,8.0,6,1,4,164,14.9,72.4,54.5
Seizures,Trileptal,11,6.18,7.0,6,2,3,215,19.5,81.4,54.5
Alzheimer's Disease,Memantine,11,4.09,2.0,3,2,6,440,40.0,70.3,27.3
High Blood Pressure,Diovan Hct,11,6.55,9.0,6,2,3,339,30.8,63.6,54.5
"Sexual Dysfunction, SSRI Induced",Sildenafil,11,8.36,9.0,10,0,1,449,40.8,30.7,90.9
"Diabetes, Type 2",Onglyza,11,6.55,8.0,6,2,3,390,35.5,75.7,54.5
Allergic Rhinitis,Methylprednisolone,11,4.55,3.0,2,3,6,143,13.0,79.7,18.2
Nasal Congestion,Dexbrompheniramine / Pseudoephedrine,11,10.0,10.0,11,0,0,99,9.0,57.7,100.0
Obsessive Compulsive Disorde,Aripiprazole,11,7.0,7.0,6,4,1,255,23.2,64.4,54.5
Breast Cance,Aromasin,11,5.27,4.0,5,3,3,759,69.0,61.7,45.5
Skin and Structure Infection,Mupirocin,11,8.27,10.0,9,0,2,410,37.3,47.5,81.8
Skin and Structure Infection,Bactroban,11,8.27,10.0,9,0,2,484,44.0,47.5,81.8
Skin Cance,Fluorouracil,11,8.09,8.0,9,2,0,827,75.2,77.0,81.8
High Blood Pressure,Amlodipine / Hydrochlorothiazide / Olmesartan,11,7.73,9.0,8,2,1,123,11.2,50.8,72.7
Hiccups,Thorazine,11,8.27,10.0,9,1,1,240,21.8,61.7,81.8
Strep Throat,Cefdinir,11,3.45,2.0,2,2,7,114,10.4,58.3,18.2
Helicobacter Pylori Infection,Metronidazole,11,6.18,7.0,8,2,1,110,10.0,95.2,72.7
Allergic Rhinitis,Beclomethasone,11,7.27,9.0,8,0,3,36,3.3,73.6,72.7
Tourette's Syndrome,Pimozide,11,6.45,9.0,6,2,3,161,14.6,79.0,54.5
Tourette's Syndrome,Orap,11,7.73,9.0,8,2,1,151,13.7,71.2,72.7
Burning Mouth Syndrome,Clonazepam,11,8.55,10.0,9,1,1,440,40.0,61.7,81.8
Not Listed / Othe,Oxycodone,11,9.0,10.0,10,1,0,31,2.8,57.1,90.9
Hashimoto's disease,Nature-Throid,11,7.0,10.0,8,0,3,819,74.5,78.5,72.7
Unknown,Adderall,11,7.82,8.0,7,4,0,276,25.1,64.1,63.6
Underactive Thyroid,Levoxyl,11,7.27,8.0,6,4,1,666,60.5,40.9,54.5
Underactive Thyroid,Cytomel,11,8.73,10.0,10,0,1,1798,163.5,74.5,90.9
"Ulcerative Colitis, Maintenance",Asacol,11,7.09,9.0,8,0,3,408,37.1,59.2,72.7
Ulcerative Colitis,Lialda,11,7.73,8.0,9,2,0,80,7.3,66.5,81.8
Dry Eye Disease,Ocular Lubricant,11,2.55,1.0,2,0,9,55,5.0,58.7,18.2
Unknown,Drospirenone / Ethinyl Estradiol / Levomefolate Calcium,11,4.27,3.0,3,2,6,67,6.1,79.1,27.3
Unknown,Desogestrel / Ethinyl Estradiol,11,5.18,5.0,4,3,4,73,6.6,93.3,36.4
Unknown,Amphetamine / Dextroamphetamine,11,8.09,9.0,8,3,0,149,13.5,72.5,72.7
Acute Coronary Syndrome,Prasugrel,11,7.55,9.0,8,2,1,239,21.7,61.3,72.7
Dysuria,Pyridium,11,6.09,8.0,6,1,4,229,20.8,66.3,54.5
Giardiasis,Metronidazole,11,5.82,5.0,3,7,1,79,7.2,94.6,27.3
Generalized Anxiety Disorde,Seroquel,11,7.27,8.0,9,0,2,833,75.7,53.5,81.8
Glaucoma,Acetazolamide,11,5.45,5.0,5,3,3,124,11.3,78.5,45.5
Eczema,Elocon,11,9.09,10.0,10,0,1,295,26.8,67.1,90.9
GERD,Omeprazole / Sodium Bicarbonate,11,7.36,9.0,8,1,2,119,10.8,76.5,72.7
GERD,Metoclopramide,11,5.18,5.0,5,2,4,154,14.0,72.6,45.5
Endometriosis,Loestrin 24 Fe,11,5.45,5.0,5,2,4,111,10.1,77.5,45.5
Abnormal Uterine Bleeding,Tri-Previfem,11,3.36,3.0,1,4,6,117,10.6,73.0,9.1
Nausea/Vomiting,Hydroxyzine,11,7.82,9.0,9,0,2,493,44.8,48.4,81.8
Bulimia,Topiramate,10,7.1,8.0,7,2,1,159,15.9,104.0,70.0
Epilepsy,Fycompa,10,6.1,7.0,5,2,3,77,7.7,87.1,50.0
Cough and Nasal Congestion,Zutripro,10,10.0,10.0,10,0,0,68,6.8,58.2,100.0
Polycystic Ovary Syndrome,Desogestrel / Ethinyl Estradiol,10,8.1,9.0,8,1,1,100,10.0,73.4,80.0
Non-Small Cell Lung Cance,Opdivo,10,2.6,1.0,2,0,8,308,30.8,90.1,20.0
Not Listed / Othe,Alprazolam,10,9.5,9.5,10,0,0,19,1.9,52.4,100.0
Edema,Hydrochlorothiazide / Triamterene,10,6.0,8.0,6,0,4,272,27.2,57.2,60.0
Post Traumatic Stress Disorde,Desvenlafaxine,10,9.1,9.5,9,1,0,177,17.7,81.0,90.0
Post Traumatic Stress Disorde,Lamotrigine,10,8.8,10.0,9,0,1,363,36.3,77.7,90.0
Postherpetic Neuralgia,Lyrica,10,7.0,8.0,7,2,1,323,32.3,102.7,70.0
Postherpetic Neuralgia,Neurontin,10,9.0,10.0,9,1,0,828,82.8,55.7,90.0
"Crohn's Disease, Acute",Infliximab,10,6.6,8.0,6,2,2,79,7.9,67.2,60.0
Postmenopausal Symptoms,Evamist,10,8.5,10.0,8,1,1,404,40.4,79.3,80.0
Postoperative Pain,Toradol,10,6.3,8.0,6,1,3,178,17.8,48.2,60.0
Back Pain,Zipsor,10,7.2,9.5,7,0,3,378,37.8,57.6,70.0
Light Anesthesia,Versed,10,3.7,1.0,3,0,7,111,11.1,88.6,30.0
Crohn's Disease,Infliximab,10,5.5,5.0,4,3,3,82,8.2,89.5,40.0
Postpartum Depression,Sertraline,10,8.4,9.0,9,0,1,273,27.3,96.0,90.0
Precocious Puberty,Lupron Depot-Ped,10,6.0,7.0,6,1,3,236,23.6,99.0,60.0
Unknown,Vilazodone,10,6.4,6.5,5,3,2,251,25.1,95.8,50.0
"Glaucoma, Open Angle",Latanoprost,10,5.2,5.0,4,2,4,318,31.8,62.5,40.0
Generalized Anxiety Disorde,Lyrica,10,9.1,9.0,10,0,0,890,89.0,74.0,100.0
Eczema,Dupilumab,10,8.2,10.0,8,1,1,225,22.5,100.4,80.0
"Constipation, Drug Induced",Lubiprostone,10,5.9,7.0,5,1,4,266,26.6,75.5,50.0
Pseudobulbar Affect,Dextromethorphan / Quinidine,10,8.9,9.0,9,1,0,434,43.4,73.5,90.0
Bacterial Vaginitis,Tindamax,10,6.7,7.5,6,2,2,198,19.8,57.6,60.0
Mania,Depakote,10,7.3,8.0,8,1,1,632,63.2,50.2,80.0
Colorectal Cance,Capecitabine,10,8.6,10.0,8,2,0,390,39.0,80.8,80.0
Atopic Dermatitis,Clobetasol,10,9.8,10.0,10,0,0,173,17.3,65.4,100.0
"Conjunctivitis, Allergic",Bepotastine,10,6.0,7.5,5,1,4,48,4.8,44.5,50.0
Psoriasis,Dovonex,10,6.7,8.5,7,0,3,254,25.4,59.5,70.0
"Asthma, Maintenance",Mometasone,10,6.6,9.0,6,1,3,174,17.4,63.3,60.0
Basal Cell Carcinoma,Fluorouracil,10,8.0,9.0,8,1,1,409,40.9,87.2,80.0
Psoriatic Arthritis,Simponi,10,6.0,6.5,5,2,3,201,20.1,48.8,50.0
Cold Symptoms,Chlorpheniramine / Hydrocodone,10,8.2,9.0,7,3,0,59,5.9,68.0,70.0
Pain,Hydroxyzine,10,5.4,6.0,5,1,4,397,39.7,45.8,50.0
Inflammatory Bowel Disease,Budesonide,10,8.1,10.0,8,0,2,354,35.4,74.8,80.0
"Asthma, Maintenance",Budesonide,10,7.3,8.0,7,2,1,129,12.9,50.9,70.0
Headache,Acetaminophen / Butalbital,10,8.9,9.0,9,1,0,104,10.4,54.6,90.0
"Breast Cancer, Metastatic",Letrozole,10,7.2,9.5,6,2,2,925,92.5,73.8,60.0
Dry Skin,Epiceram,10,7.8,9.5,8,0,2,197,19.7,87.0,80.0
Unknown,Pregabalin,10,6.1,6.0,4,4,2,126,12.6,61.9,40.0
Rheumatoid Arthritis,Actemra,10,8.5,9.5,9,1,0,290,29.0,97.6,90.0
Bipolar Disorde,Lithobid,10,7.4,9.0,7,1,2,342,34.2,35.7,70.0
Depression,Paxil Cr,10,6.5,7.0,6,2,2,150,15.0,62.9,60.0
Rheumatoid Arthritis,Methylprednisolone,10,8.5,9.0,9,0,1,246,24.6,75.1,90.0
Anxiety,Doxepin,10,7.5,8.0,7,2,1,250,25.0,81.7,70.0
Chronic Pain,Xtampza Er,10,5.3,4.5,4,3,3,102,10.2,78.7,40.0
Ovarian Cysts,Ortho Tri-Cyclen Lo,10,8.1,9.0,8,1,1,106,10.6,105.6,80.0
High Cholesterol,Ezetimibe / Simvastatin,10,7.1,9.0,6,1,3,317,31.7,45.4,60.0
Ankylosing Spondylitis,Diclofenac,10,7.3,8.5,7,2,1,145,14.5,45.3,70.0
Ulcerative Colitis,Apriso,10,6.5,7.5,7,1,2,121,12.1,87.1,70.0
Ulcerative Colitis,Budesonide,10,6.7,8.0,7,0,3,45,4.5,93.0,70.0
Undifferentiated Connective Tissue Disease,Hydroxychloroquine,10,6.2,8.5,6,0,4,193,19.3,89.6,60.0
HIV Infection,Isentress,10,8.6,9.5,8,2,0,53,5.3,59.1,80.0
Cluster Headaches,Tizanidine,10,7.3,8.5,7,1,2,363,36.3,87.1,70.0
Migraine,Zomig-Zmt,10,7.7,8.0,9,0,1,37,3.7,79.3,90.0
Chronic Pain,Kadian,10,8.4,9.0,9,1,0,264,26.4,71.4,90.0
"Diabetes, Type 2",Amaryl,10,7.9,8.5,9,0,1,753,75.3,60.1,90.0
High Blood Pressure,Ziac,10,5.7,7.0,6,1,3,111,11.1,46.0,60.0
Migraine Prevention,Lisinopril,10,8.9,10.0,9,0,1,282,28.2,80.7,90.0
Migraine Prevention,Metoprolol,10,8.1,9.5,8,0,2,243,24.3,84.9,80.0
Migraine Prevention,Nadolol,10,7.3,9.5,7,0,3,193,19.3,74.3,70.0
Alzheimer's Disease,Rivastigmine,10,6.7,7.5,7,1,2,279,27.9,46.1,70.0
Androgenetic Alopecia,Propecia,10,4.9,4.5,5,0,5,386,38.6,101.7,50.0
Osteoarthritis,Nabumetone,10,5.9,6.5,5,3,2,401,40.1,75.6,50.0
Osteoporosis,Actonel,10,2.9,2.5,1,2,7,735,73.5,56.8,10.0
Chronic Pain,Subutex,10,8.9,10.0,9,1,0,401,40.1,74.6,90.0
High Blood Pressure,Hydrochlorothiazide / Telmisartan,10,8.0,9.0,8,1,1,131,13.1,41.4,80.0
Obsessive Compulsive Disorde,Venlafaxine,10,8.0,9.0,8,1,1,247,24.7,85.9,80.0
"Onychomycosis, Toenail",Ciclopirox,10,7.8,9.0,8,0,2,556,55.6,60.4,80.0
Headache,Esgic-Plus,10,9.1,10.0,9,0,1,116,11.6,53.6,90.0
Headache,Fioricet With Codeine,10,9.4,10.0,10,0,0,194,19.4,67.7,100.0
Headache,Fiorinal,10,9.5,10.0,10,0,0,135,13.5,41.6,100.0
Diarrhea,Opium,10,9.7,10.0,10,0,0,154,15.4,87.2,100.0
Alzheimer's Disease,Exelon,10,6.1,7.0,6,1,3,303,30.3,56.8,60.0
Birth Control,Sharobel,10,5.2,4.5,4,2,4,45,4.5,97.5,40.0
Sjogren's Syndrome,Plaquenil,10,6.5,8.0,6,1,3,767,76.7,72.8,60.0
Osteoarthritis,Etodolac,10,7.7,9.0,8,0,2,282,28.2,42.1,80.0
Herpes Simplex,Lysine,10,8.4,10.0,8,1,1,178,17.8,94.1,80.0
Allergic Rhinitis,Chlorpheniramine,10,9.4,9.5,10,0,0,145,14.5,64.9,100.0
Stomach Ulce,Sucralfate,10,6.8,8.0,7,1,2,430,43.0,76.8,70.0
Chronic Myelogenous Leukemia,Dasatinib,10,8.9,9.0,10,0,0,131,13.1,85.1,100.0
"COPD, Maintenance",Daliresp,10,5.6,4.5,4,1,5,369,36.9,54.1,40.0
Hepatitis C,Peginterferon Alfa-2A,10,7.1,8.5,6,2,2,99,9.9,56.2,60.0
"Diabetes, Type 2",Saxagliptin,10,6.1,6.5,5,2,3,304,30.4,72.8,50.0
Swine Flu,Tamiflu,10,7.0,8.0,8,0,2,95,9.5,52.9,80.0
"COPD, Maintenance",Roflumilast,10,4.8,3.0,3,1,6,338,33.8,56.7,30.0
Tinea Versicol,Selenium Sulfide,10,8.2,10.0,8,1,1,312,31.2,83.3,80.0
Kidney Infections,Levaquin,10,7.3,7.0,7,3,0,239,23.9,65.7,70.0
Labor Pain,Stadol,10,6.5,9.5,6,0,4,42,4.2,72.3,60.0
Cough,Acetaminophen / Hydrocodone,10,9.7,10.0,10,0,0,352,35.2,61.5,100.0
Back Pain,Lorcet 10 / 650,10,8.6,9.5,9,0,1,237,23.7,40.2,90.0
Cough and Nasal Congestion,Chlorpheniramine / Hydrocodone / Pseudoephedrine,10,10.0,10.0,10,0,0,68,6.8,57.3,100.0
Vaginal Yeast Infection,Acidophilus,10,8.9,9.5,9,1,0,357,35.7,87.3,90.0
Eye Redness/Itching,Naphazoline / Pheniramine,10,7.1,9.0,7,1,2,43,4.3,40.9,70.0
Vitamin D Deficiency,Ergocalciferol,10,5.5,7.0,5,1,4,525,52.5,89.6,50.0
"Nausea/Vomiting, Chemotherapy Induced",Marinol,10,9.3,9.5,10,0,0,378,37.8,71.6,100.0
Non-Hodgkin's Lymphoma,Rituximab,10,9.1,9.0,10,0,0,521,52.1,63.9,100.0
Abnormal Uterine Bleeding,Nora-Be,10,4.9,5.0,4,2,4,167,16.7,82.6,40.0
ADHD,Quillivant Xr,10,5.3,5.0,4,3,3,84,8.4,82.2,40.0
min / saxagliptin),Metformin / Saxagliptin,10,5.1,5.0,3,4,3,79,7.9,53.8,30.0
ibromyalgia,Escitalopram,10,8.6,9.0,9,1,0,377,37.7,61.1,90.0
ibromyalgia,Flexeril,10,7.8,8.5,8,1,1,603,60.3,62.2,80.0
"Constipation, Acute",Polyethylene Glycol 3350,9,8.89,10.0,8,1,0,502,55.8,76.8,88.9
Paranoid Disorde,Olanzapine,9,6.56,7.0,6,1,2,132,14.7,58.3,66.7
Acne,Ocella,9,8.22,9.0,7,2,0,105,11.7,88.4,77.8
GERD,Reglan,9,5.33,5.0,4,1,4,159,17.7,74.6,44.4
Acne,Tazarotene,9,7.67,9.0,7,0,2,129,14.3,75.7,77.8
Urinary Tract Infection,Septra Ds,9,7.22,8.0,6,2,1,164,18.2,62.6,66.7
Urinary Tract Infection,Uribel,9,5.67,6.0,4,2,3,451,50.1,77.2,44.4
Endometriosis,Microgestin Fe 1 / 20,9,7.56,9.0,6,2,1,99,11.0,92.4,66.7
Supraventricular Tachycardia,Toprol-Xl,9,7.44,9.0,6,2,1,549,61.0,103.0,66.7
Swine Flu,Oseltamivir,9,7.56,8.0,8,0,1,77,8.6,60.6,88.9
Systemic Lupus Erythematosus,Imuran,9,5.11,4.0,4,1,4,269,29.9,51.0,44.4
Bladder Infection,Fosfomycin,9,7.0,10.0,6,0,3,208,23.1,54.9,66.7
Bladder Infection,Levofloxacin,9,4.33,3.0,4,0,5,116,12.9,60.2,44.4
"COPD, Maintenance",Symbicort,9,6.67,9.0,5,2,2,382,42.4,67.6,55.6
Dietary Supplementation,Omega-3 Polyunsaturated Fatty Acids,9,4.89,2.0,4,0,5,179,19.9,42.7,44.4
Heart Failure,Entresto,9,4.89,4.0,3,2,4,302,33.6,91.9,33.3
Hemorrhoids,Analpram-Hc,9,8.0,10.0,7,0,2,206,22.9,20.9,77.8
Abnormal Uterine Bleeding,Cryselle,9,4.33,3.0,3,1,5,19,2.1,94.4,33.3
Oral Thrush,Clotrimazole,9,4.89,5.0,3,3,3,208,23.1,41.8,33.3
Allergic Rhinitis,Diphenhydramine,9,6.67,8.0,6,2,1,63,7.0,40.8,66.7
Myelodysplastic Syndrome,Azacitidine,9,6.22,8.0,5,1,3,209,23.2,81.8,55.6
Muscle Spasm,Norflex,9,6.44,9.0,5,2,2,435,48.3,55.2,55.6
"COPD, Maintenance",Combivent,9,9.0,9.0,9,0,0,186,20.7,33.0,100.0
Acne,Gildess Fe 1 / 20,9,4.11,3.0,3,0,6,17,1.9,105.8,33.3
Paranoid Disorde,Quetiapine,9,7.0,8.0,6,1,2,139,15.4,67.7,66.7
Post Traumatic Stress Disorde,Venlafaxine,9,6.33,8.0,6,0,3,43,4.8,86.3,66.7
Postmenopausal Symptoms,Climara,9,7.0,8.0,6,2,1,334,37.1,73.7,66.7
Postmenopausal Symptoms,Conjugated Estrogens / Medroxyprogesterone,9,6.89,8.0,6,1,2,215,23.9,71.0,66.7
Insomnia,Tylenol Pm,9,6.33,8.0,6,0,3,213,23.7,39.6,66.7
Glaucoma,Combigan,9,6.22,7.0,5,2,2,157,17.4,43.1,55.6
Obesity,Benzphetamine,9,7.56,10.0,7,0,2,191,21.2,53.0,77.8
Urinary Tract Infection,Hyoscyamine / Methenamine / Methylene Blue / Phenyl Salicylate,9,8.0,9.0,7,1,1,114,12.7,81.3,77.8
Urinary Tract Infection,Hyoscyamine / Methenamine / Methylene Blue / Phenyl Salicylate / Sodium Biphosphate,9,5.33,5.0,4,1,4,327,36.3,70.3,44.4
Premenstrual Dysphoric Disorde,Prozac,9,7.11,9.0,6,1,2,442,49.1,93.0,66.7
Prostate Cance,Abiraterone,9,9.11,10.0,8,1,0,360,40.0,27.3,88.9
Prostatitis,Levofloxacin,9,3.67,1.0,3,0,6,134,14.9,63.2,33.3
Shift Work Sleep Disorde,Provigil,9,9.56,10.0,9,0,0,549,61.0,48.6,100.0
Chlamydia Infection,Zithromax,9,7.0,7.0,6,2,1,142,15.8,84.2,66.7
Sinusitis,Bactrim,9,3.78,3.0,2,2,5,187,20.8,44.3,22.2
Sjogren's Syndrome,Cevimeline,9,8.33,10.0,8,0,1,177,19.7,88.4,88.9
"Diabetes, Type 2",Kombiglyze Xr,9,5.11,5.0,3,3,3,31,3.4,55.7,33.3
Skin Rash,Prednisone,9,7.0,8.0,6,1,2,243,27.0,50.4,66.7
"Diabetes, Type 2",Toujeo,9,5.56,5.0,3,4,2,62,6.9,54.4,33.3
Barrett's Esophagus,Dexilant,9,9.44,10.0,9,0,0,197,21.9,70.1,100.0
"Asthma, acute",Racepinephrine,9,8.0,9.0,6,3,0,48,5.3,93.2,66.7
Depression,Elavil,9,8.22,9.0,8,0,1,897,99.7,84.8,88.9
Influenza Prophylaxis,"Influenza Virus Vaccine, Live, Trivalent",9,3.33,1.0,2,1,6,40,4.4,60.6,22.2
Atrial Fibrillation,Carvedilol,9,4.56,3.0,2,2,5,157,17.4,80.0,22.2
Benign Prostatic Hyperplasia,Hytrin,9,7.0,8.0,6,1,2,361,40.1,46.0,66.7
Pain,Reprexain,9,8.56,9.0,9,0,0,81,9.0,32.4,100.0
Psoriasis,Calcipotriene,9,7.11,9.0,7,0,2,174,19.3,44.1,77.8
Allergies,Atarax,9,8.78,9.0,8,1,0,274,30.4,41.6,88.9
Alopecia,Rogaine,9,6.22,7.0,5,3,1,926,102.9,80.4,55.6
Alopecia,Triamcinolone,9,8.67,10.0,8,0,1,307,34.1,64.9,88.9
Allergic Rhinitis,Allegra-D 24 Hour,9,7.89,8.0,8,0,1,86,9.6,47.1,88.9
Nasal Congestion,Naphazoline,9,10.0,10.0,9,0,0,205,22.8,59.1,100.0
Nasal Congestion,Privine,9,10.0,10.0,9,0,0,222,24.7,60.2,100.0
Nasal Congestion,Sodium Chloride,9,4.78,4.0,4,1,4,16,1.8,63.3,44.4
Nausea/Vomiting,Benadryl,9,7.56,9.0,7,0,2,326,36.2,41.1,77.8
"Onychomycosis, Fingernail",Terbinafine,9,8.11,9.0,7,1,1,195,21.7,120.9,77.8
Allergic Rhinitis,Benadryl,9,6.56,8.0,6,1,2,72,8.0,45.3,66.7
High Blood Pressure,Benazepril,9,6.56,7.0,6,1,2,140,15.6,52.1,66.7
High Blood Pressure,Coreg,9,3.89,2.0,3,0,6,710,78.9,27.1,33.3
Psoriasis,Coal Tar,9,9.56,10.0,9,0,0,128,14.2,75.0,100.0
Menstrual Disorders,Lysteda,9,7.44,10.0,6,1,2,371,41.2,98.7,66.7
Methicillin-Resistant Staphylococcus Aureus Infection,Linezolid,9,8.89,9.0,8,1,0,193,21.4,63.0,88.9
Methicillin-Resistant Staphylococcus Aureus Infection,Zyvox,9,9.11,9.0,9,0,0,195,21.7,73.4,100.0
Migraine,Butalbital Compound,9,9.44,10.0,9,0,0,138,15.3,23.9,100.0
Bipolar Disorde,Armodafinil,9,9.56,10.0,9,0,0,332,36.9,99.8,100.0
Pain,Meperidine / Promethazine,9,9.33,9.0,9,0,0,139,15.4,54.6,100.0
Benign Essential Trem,Inderal,9,8.22,9.0,8,0,1,663,73.7,87.6,88.9
High Blood Pressure,Micardis Hct,9,7.11,9.0,6,1,2,123,13.7,49.8,66.7
High Blood Pressure,Perindopril,9,6.22,6.0,4,3,2,134,14.9,61.2,44.4
Diabetes Insipidus,Desmopressin,9,9.56,10.0,9,0,0,55,6.1,55.6,100.0
Sedation,Lorazepam,9,8.22,10.0,7,1,1,206,22.9,60.0,77.8
Birth Control,Lybrel,9,7.89,10.0,6,2,1,253,28.1,80.2,66.7
High Blood Pressure,Doxazosin,9,7.33,6.0,4,5,0,374,41.6,63.9,44.4
Psoriatic Arthritis,Golimumab,9,6.44,7.0,5,2,2,164,18.2,59.6,55.6
Psoriatic Arthritis,Remicade,9,8.67,9.0,8,0,1,169,18.8,65.2,88.9
Psoriatic Arthritis,Sulfasalazine,9,5.0,5.0,4,1,4,201,22.3,91.4,44.4
